text,query,link
"Быть может скачать ""the sims"" на iPhone?:D ",это была ирония,https://twitter.com/PussycatDr/status/368007875610034176
У тебя хороший вкус) ,это была ирония,https://twitter.com/alexzdesya/status/1311722721441730563
Сейфспейс это миф. > ,это была ирония,-
Фонд борьбы с коррупцией предложил внести в санкционный список Алексея Навального за участие в «Русском марше» и неоднозначные твиты в 2014 году ,это был сарказм,https://twitter.com/MaximSolad/status/1519299265532764162
"Русские патриоты выписывают русских из русских и хуярят русских за то, что те русские на самом деле неправильные русские и недостойны называться русскими, смотреть онлайн без регистрации ",это была ирония,-
"Как кучно по всему миру взрывы пошли, нигде спокойствия нет, лишь у гегемона тишь и благодать, значит и деньги хранить надо у гегемона... ",это была ирония,https://twitter.com/shurabushman/status/633975660759896065
транспортный налог нереальный! должны развязок нам понастроить на эти деньжищи! ,это была ирония,https://twitter.com/qumon/status/1163748653808463873
Ничего особенного! ,это была ирония,https://twitter.com/SBSpartak/status/1463544994854322178
"ооо какой ужас, пойду извинюсь перед всеми украинцами)) ",это был сарказм,https://twitter.com/HedgehogSilly/status/1509520873132380171
"Какая ""карательная акция"", это же всё фейк, постановка, актёры в роли трупов...? Ничего не понимаю. ",это был сарказм,https://twitter.com/Decapitator79/status/1512011277954129920
"круто, что он даже музыку эпичную включил во время разговора ",это был сарказм,https://twitter.com/Ushko_AS/status/1508482243362177025
"Очень интересно, как же так - взял и уехал, взяли и выпустили, во дела ... И смылся, да. И у власти был лет 30. Это же что получается???... ",это был сарказм,https://twitter.com/tony_savchenkov/status/1508133934927859880
"Настала моя пора писать ревью пиаров вида ""а не добавить ли вам комментарии, а то после нас никто ничего не поймет"". Застрелите меня, если напишу ""где тесты??"" ",это была ирония,https://twitter.com/olegchir/status/1483086535352279041
"А мы еще не контачим, да?.... Черт ",это был сарказм,https://twitter.com/ErrKra/status/1505206624364998660
"Не пизди! Бесишь этими высерами! Люди добрые и заботливые нахуй. С развитием цивилизации и культуры человечество становится более добрым, блядь, более умиротворенными ",это была ирония,-
Это фотошоп ,это был сарказм,https://twitter.com/chgkar/status/1510988136654020608
"Дослушала последнюю (девятую) книгу из серии The Expanse - “Leviathan Falls”. Всю дорогу боялась, что они сольют концовку, как это стало модно делать в конце эпических серий, но у них всё получилось. Если вдруг вы тоже прочли, с радостью обсужу. ",это была ирония,https://twitter.com/pepel_klaasa/status/1469957139909197829
Жоска реалистичный фейк (Кадры из фильма) ,это был сарказм,https://twitter.com/orchibald1/status/1511697044825677836
ахаха)) виноградники с ветряками перепутал) ,это была ирония,https://twitter.com/artem_cherep/status/769612514552385536
нууу остальные полгода будет давать вам 16 других одинаковых заданий))))))))))) ,это была ирония,https://twitter.com/_deer_suka/status/1072560715658080257
Они все ещё там топчутся? Уже давно пора быть в Киеве ,это была ирония,-
Анжи в следующем году переезжает на стадион Динамо.. Отлично ,это была ирония,https://twitter.com/m___twi/status/1108392975518916608
Дохуя денег поднял на красной?))) ,это была ирония,https://twitter.com/Galay_fm/status/1014454091257401344
"Ну нет. Про них он как раз сказал, что не осуждает. Неплохо иметь виллу в Майами и есть фуа гра. Главное, чтобы человек ментально был с ним. Как определяется правильная ментальность - непонятно ",это был сарказм,https://twitter.com/RuWalman/status/1504495602809413638
"Мы живем в то время, когда можно надеть маску, взять в руки оружие и убить человека... Так тебе еще за это заплатят те, кто делит Сибирь ",это была ирония,https://twitter.com/mr_adyg/status/470997552452870144
В Италии тепло. Зачем им газ? ???,это был сарказм,https://twitter.com/DecentScum/status/1508371657286692867
"Называется как охуенно мы боролись с коронавирусом на протяжении последнего года: каждый третий украинец имеет антитела к SARS-COV2 , и вряд ли получил их через вакцинацию Это предварительные данные рандомного тестирования 6000 чел. Окончательные данные опубликуют в августе ",это была ирония,https://twitter.com/Nat_anest/status/1412741677526224897
Средь бела дня нет очереди к банкомату Сбера?))) ,это была ирония,https://twitter.com/gdffi/status/1066359278066384896
"Я к тому, что воякам вместо обещанных денег уже отгулы предлагают - типа, платить не будем, но посидите лишний месяц дома перед очередной командировкой на фронт ????",это был сарказм,https://twitter.com/BormanIke/status/1511654904003182598
"А что, сечиныротенберги ещё не скинулись налогами на лечение детей, как обещал их начальник? До сих пор по телеку смсками собирают на круг добра. ",это была ирония,-
"я припоминаю его в мадриде в 2008 году, пьяного, покоцанного и потерянного. чел забавный, но ситуация смешная уже ) ",это была ирония,https://twitter.com/dzavada/status/331670869766205440
"- Товарищи Воены, предлагаю тост! За страйкбол, дешевый и безопасный вид спорта! ;) ",это была ирония,https://twitter.com/NumberOneBot/status/559360674074480640
Басков женится на Лопыревой. Мое мироосознание рухнуло. Живите тоже теперь с этим знанием ,это была ирония,https://twitter.com/1133488/status/887200109854851072
Он просто не рассмотрел новость,это был сарказм,https://twitter.com/artemmks/status/1513049426243293187
"Сейчас смотрю топ каких-то ожидаемых анимешек 2016, а тут подряд идут анимешки про VR - удивили. ",это была ирония,https://twitter.com/Enzegeitor/status/685117157378764801
"А читают меня костромичи? Расскажите, куда у вас тут ходить есть, где самый лучший рамен, где фо-бо, куда отправиться за трдельниками? Где короче у вас тут пожрать вкусно и красиво? ",это была ирония,https://twitter.com/mitrofanbelov/status/1464515242575249409
"Не понял, а почему люди в армии УЛЫБАЮТСЯ?? ",это была ирония,https://twitter.com/Kosmos_calls/status/1314241798638895104
Абсолютно согласна Я считаю что россияне имеют полное право на ответную реакцию ,это был сарказм,https://twitter.com/ssparrkkless/status/1511571895010922496
26к за курс режиссуры это оскар уже включен в стоимость? ,это была ирония,https://twitter.com/perturbabe/status/1093919814526164993
в России каждый взрослый мужчина проходит тест на право владения ручным медведем ,это была ирония,https://twitter.com/MorkvoTox/status/339861887816704001
"Гей-пара уже была в ""Вечных"", да ещё так, что все диснеевские квоты на ЛГБТК+ перевыполнены на годы вперёд ",это была ирония,https://twitter.com/RomaZhu/status/1476253122783858697
Что такое Толстой 1 и 2? /s ,это был сарказм,https://twitter.com/_graveltotempo/status/1515343981374320641
"засели в японии, скоро того и гляди родной язык забудут :D ",это была ирония,https://twitter.com/captainalinchus/status/405587454537003008
"Пока не возникнет партия с названием Многонациональная социал-прогрессивная лгбт-феминистическая левая партия России с большим числом сторонников. Для особо упорных нужно будет, чтобы партия ещё и прошла в ГосДуму. ",это была ирония,https://twitter.com/cliberalism_ru/status/1442592262643453954
Ну что) погода к выходным готова)) ,это была ирония,https://twitter.com/OsetrPetr/status/358230265501454336
"не война, а миротворческая операция ",это была ирония,https://twitter.com/TheStimorol/status/439786571798429696
мне кажется это фейк ведь мужчины боятся прокладок как огня ,это был сарказм,https://twitter.com/nastydudebtw/status/1505923116853256196
"И даже нет ясности русские это были или белорусы, ведь не с территории россии пришли, а из Мозыра, бл@ть",это была ирония,-
Надоел iphone неужели нельзя придумать что либо лучше. ))((( ладно буду пока мучится ))) ,это была ирония,https://twitter.com/temlakov/status/364358105833816064
Тот кто приложил к этому руку явно не новичок в своём деле ,это была ирония,https://twitter.com/vadbaryshev/status/1039976015655825410
"Сижу ем эклеры) фигура ж не главное, да)) ",это была ирония,https://twitter.com/Adler_Tasha/status/765522791680581632
"Если бы он сам не убил свою семью, то её убили бы солдаты НАТО ",это была ирония,-
У нас к сожалению много проблем. По авионике не все гладко. Но вон зато композитные крылья научились делать. Спасибо японцам. ,это был сарказм,https://twitter.com/Alexey_Pono/status/1496228407176220676
"Тики-така присутствует, она умрёт вместе с Иньестой и Хави наверное:) ",это была ирония,https://twitter.com/Alexandr_161_/status/558019201114591234
именно но это его мнение а это мое почему бы нам не дружить ,это была ирония,https://twitter.com/velnameita/status/580302600165306368
Это создаст негативный фон в следующих мирных переговорах с Украиной. ,это был сарказм,https://twitter.com/fuckelsvobod/status/1511298530085941256
"ну как же, Мединский его уже нашел и даже процитировал ",это была ирония,https://twitter.com/adagamov/status/647703766116995072
"Конечно. Это ведь физиология, а значит — естественно. И если не нравится смотреть на чужое говно, значит такой себе ты человек ",это была ирония,https://twitter.com/_hey_mammy/status/1388555111417491456
"Чекни оборотную сторону коробки чая, он не поможет в таком случае. Я бы запивал вазелиновым маслом. ",это была ирония,https://twitter.com/haskell_35/status/1019171565215342592
"Сегодня сам покоритель 18 на данный момент команды Польши играет с Сочи. Что сочинские, испугались? Может, лучше о ""технаре"" подумать, чем позориться, а, Нобоа со товарищи?? ",это была ирония,https://twitter.com/VictorLeontyev/status/1470388968437030917
"это все страны третьего мира, недогосударства, населенные унтерменшами ",это была ирония,https://twitter.com/_MaxShellenberg/status/680434041326297088
"Предлагаю еще варианты: пепельница, точилка для карандашей, калейдоскоп. ",это была ирония,https://twitter.com/raymond__s/status/1012147242369630208
Не успеваю за модой в 2к16. Это пиздец какой-то. ,это была ирония,https://twitter.com/diesamu/status/757021363488120837
Грустная подруга. Столько веселья в жизни упускает)) ,это была ирония,https://twitter.com/derrick_deny/status/1164161302937460737
Гениальные вопросы заслуживают гениального ответа ,это была ирония,https://twitter.com/ronny_n7/status/1001513010417020929
"Господа, ни у кого не завалялось лишнего повара? Я своего за испорченный завтрак из дворца изгнал. ",это была ирония,https://twitter.com/DmitriyVeret/status/558883567863070720
Кредиты обещают дать? ,это была ирония,https://twitter.com/zelva2013/status/1479708013745299456
Произойдет высвобождение рабочих мест ,это была ирония,-
"Вся махина руси бьется с полком Азов. 15 (пятнадцать дней). Уже полегли дивизии. Километры разбитой техники с свастикой z. Обоссаные летчики и солдаты трясясь дают интервью как их заставили воевать. А Азов воюет…пропагандоны,вы уверены,что Азов,полк ",это была ирония,-
не могу выразить генералу по этому поводу даже сочувствия. ,это была ирония,https://twitter.com/Tesstella/status/574879964107030528
"вообще охуенно, даже передумал бежать от войны в бриташку ",это была ирония,https://twitter.com/B0dzu/status/440545034161516544
"Ну как? Чтобы сидеть на диете, получать ненужное образование, работать на путешествия, iphone и одежду :))))) ",это была ирония,https://twitter.com/IamATrofimov/status/397786884027731968
"Чтобы негр был от слова черный, нужно, чтобы эти слова были однокоренными ",это была ирония,-
"Илья Ковальчук просто достиг всех высот в НХЛ, ему нужны новые высоты. Новый вызов. Мотивация..... ",это была ирония,https://twitter.com/hockeysportfm/status/355781494880481284
"Сейчас на первом канале показывают разрушенный Мариуполь. Дома, больницы, магазины, погибших людей и весь этот кошмар. Общим рефреном и с опросов беженцев посыл таков. Всё это сделали батальоны «Азов» неонацисты вместе с ВСУ. То есть, город сожгли и разрушили сами украинцы. Всё. ",это был сарказм,https://twitter.com/RBlejn/status/1508917612608118790
Прийдёт Навальный - всё будет заипись. ,это была ирония,https://twitter.com/olegpk_v/status/1077855372583542786
Ну неужели!.. Ну наконец-то!.. Ну хоть кто-то!!.. ,это была ирония,https://twitter.com/yoorashka/status/762235310336045056
Польша уже потом. Гитлер начал с Чехословакии. ,это был сарказм,https://twitter.com/Anna60826396/status/1511451028167839750
вам надолго хватит!)) ,это была ирония,https://twitter.com/suno_leono/status/441837149508624384
Тогда надо и Юпитер и Венеру изучать.Может тогда совсем санкции снимут? Оказывается всё так просто и без Лаврова получается) ,это была ирония,https://twitter.com/salution1/status/1179718414237130752
"Так, ну придираться к тому, как они выглядят, можно также, как придираются к девушкам с обложек? Так ведь? ",это была ирония,-
"А говорят, что шахматы развивают мышление и логику. Бессовестно врут - они убивают мозг! ",это была ирония,https://twitter.com/prostotola/status/1330382029016489990
Только читали в килограммах. Малую землю и псс виленина. А потом в ммм пошли за Лёней голубковым ,это была ирония,https://twitter.com/broken4242/status/1486799803728248833
круто!!!!) ,это был сарказм,https://twitter.com/welcometocapua/status/1517545276034146304
Надо пробовать :) ,это была ирония,https://twitter.com/dmfed42/status/1490416235208749057
"Да, у нас талантливые мастера фотошопа, выглядит так по настоящему А вообще пусть приедут сами и посмотрят фотошоп это или нет ",это была ирония,-
Только ебанутый дегегерат может думать что в РФ капитализм ,это был сарказм,https://twitter.com/Vlad_Voy/status/1515682690032443397
"Сделай паузу. Скажи украинским друзьям ""не пиши мне пару дней"". Забудь о войне, сходи в кафе, попей кофе. Железные нервы, здоровые почки. ",это был сарказм,https://twitter.com/Paul65591807/status/1503721076085432324
"И ещё вот мы открыли школы и больницы, заводы и фабрики и т.д. А вы, бывшие республики, неблагодарные! ",это был сарказм,https://twitter.com/Ochovot/status/1516681795663646721
Так расияни все хорошие. Это путен плохой. Он же кнопку нажимает. А они не при делах. Снимитесанкции! ,это был сарказм,https://twitter.com/ultradumb/status/1518845590070771712
"_Taiyou у тебя тоже минус восемь, все люди с минус восемь не носят очки :3 ",это была ирония,https://twitter.com/life_trees/status/342459534255718401
Сидеть в Твиттере и удивляться непрошеным советам. :),это была ирония,https://twitter.com/vvn33/status/1482467844436774916
"Лучше сдохну, чем они увидят мои слезы ",это была ирония,https://twitter.com/wumnaket/status/1204374866444599298
Бат вотс неправильного виз зис термин? Это слово не автор статьи выдумал ,это была ирония,https://twitter.com/iBljad/status/852165543608168454
"А могла бы просто ему позвонить, а не тред пилить ",это была ирония,https://twitter.com/dmitriyberlin/status/1083786608673996800
простите что? какой в мордоре адвокат? адвокат в мордоре на что витяет? ,это был сарказм,https://twitter.com/fufonja/status/1503640862722560003
развиваешься прямо на глазах. ,это была ирония,https://twitter.com/4MOKotek/status/761692857019273217
Наивная чукотская девушка. Увольнение уже после отпуска ,это была ирония,https://twitter.com/iRewer/status/1396945524314476549
"Как! Ведь гражданскую инфраструктуру не бомбили! И вообще, там огневые точки бандеровцев. И никого не было. Бандеры сами бомбили. Постанова, фейки ",это был сарказм,https://twitter.com/ov_galimova/status/1503048315809804296
"барбарис до 11, забавно ",это была ирония,https://twitter.com/botienko888/status/631049684598059008
"Я так, однажды, за три дня заработал на две части ведьмака на распродаже. Рублей 300 что-ли. Вот это был реальный коммерческий успех. ",это была ирония,https://twitter.com/Semwaynel/status/1021200569476583424
Вся моя жизнь в этом году - один большой сплошной прикол ,это была ирония,https://twitter.com/tvoya_christina/status/1343295481363968003
А почему не геймдевиха? ,это была ирония,https://twitter.com/tricky_fat_cat/status/1087047208845881344
ноунеймы какие-то)) ,это была ирония,https://twitter.com/likaaav/status/1318589784412086274
Да это понятно любому адекватному человек с умственными способностями от среднего уровня. Но не сектантам-кумачистам (пардоньте за жожековский сленг). ,это была ирония,https://twitter.com/muaddybo/status/1420019732707688452
"Аааа, красавчики Обходим? Я говорю, что их всего четверо ",это была ирония,https://twitter.com/vrvrfoxx/status/1490269031370301442
"В некоторых случаях, «Вы» с заглавной можно принять за высокомерность с вашей стороны. ",это была ирония,https://twitter.com/YAVADV/status/1016817201876226048
"Т.е. не надо благодарить врачей? С такой незначительной нагрузкой и фантастическими зарплатами сами благодарны должны быть, верно?",это была ирония,Unknown
А ну это типичная ситуация. Ты короче как перестаёшь быть подростоком сразу это кидаешь. Я тоже в конце 2015 бросила нахер оно И так из года в год все бросают ,это была ирония,https://twitter.com/NewtieT/status/1382837422304661506
"У Саши встреча с чиновниками, все более менее ок Ну а то, что ей потом сразу лететь в НН и без разминки выходить на лёд...если бы захотела, то отказались бы от встречи) ",это был сарказм,https://twitter.com/_honey_moon69_/status/1518856897075593218
12 часов. Я за 12 часов не спеша 1000км через проезжаю. Пиздец,это была ирония,-
"Алкоголь надо запретить, СПб не создан для него )) ",это была ирония,https://twitter.com/DeGulen/status/1394607462251118593
"Смешно. Они будут виртуальными деньгами платить. Их даже печатать больше не нужно. Пластик для карт найдется. Ну или можно бумажные карты делать, были уже такие) А вообще население будет майнить самогон. Активные майнеры сахар уже закупили. ",это был сарказм,https://twitter.com/Legi4ch/status/1505982482197458951
Я в диком восторге!!! ,это была ирония,https://twitter.com/nastiyshkaz/status/361587055127568385
"Объясните мне, пожалуйста, почему нет дефолта, почему торгуется биржа, почему укрепляется рубль? Почему продолжают течь охулиарды долларов от продажи нефти? Такое ощущение, что результат санкций - это пощипанные олигархи, битва за сахар и невозможность передвигаться по миру. ",это была ирония,-
Ржавое неработающее железо полетело точно в цель. ,это был сарказм,https://twitter.com/SergeAnisimov/status/1516020160355835909
российские мидии.. ,это была ирония,https://twitter.com/Violetta_ch/status/568097433663766528
"Ты хоть головой думай, это фейк, они так не маркируют ",это был сарказм,https://twitter.com/IvanOstrovski/status/1518457177224134658
"Российских вертухаев отправят на войну в Украину, на самые тяжелые участки боев. ""Кровью будут смывать тот позор который нанесли за все предыдущие годы. Швабры в жопе им покажутся травинкой..."" Заявил директора ФСИН А. А. Гостев. ""С каждой колонии от 50 до 150 надзирателей"". ",это был сарказм,https://twitter.com/gufido/status/1503789393248759817
Вы реально?) У меня тут в мск как раз огород под окном)) ,это была ирония,https://twitter.com/poteryashka2007/status/1452202141951606786
"Ко мне не подходить. На 4,11% темнее чем обычный человек. ",это была ирония,https://twitter.com/NightmareX/status/1054730218282336262
"Вот адептом такой веры, я б точно стал! ) Вот в такую церковь, я б непременно ходил! ) Да что там я, и знакомых бы привёл! ) Религия должна приносить радость, а не быть унылым говном! ",это была ирония,-
"Ну если 10 лет жил в Украине то, видимо все знает. Военный эксперт или французский шпион. Я вот прожил во Франции почти 20 лет и ничего не знаю про французские ракеты. А этот знает все. ",это был сарказм,https://twitter.com/BerlineIouiri/status/1514502217923014657
Он выжил при Приказе 66 потому что умел д е л е г и р о в а т ь задачи! ,это была ирония,-
Вот и ответ. Потому и бабы ,это была ирония,https://twitter.com/qZlSPXwlhD82vbD/status/1424409974592126986
"Это да . И чем больше нос, тем красивее артист. ",это была ирония,https://twitter.com/NatalyDidkovsk1/status/1198913812692422656
Все в рамках международного права ,это была ирония,-
Мы провалились как нация ,это был сарказм,https://twitter.com/lord_temnyj/status/1515039969772978178
"А всем хейтерам, которые считают, что Плутон не планета, он умеет показывать средние пальцы ",это была ирония,https://twitter.com/inception_time/status/999364465912098817
"Признавайтесь, будете теперь в новости федканалов заглядывать? ",это была ирония,-
"ну что вы, мы совсем не хотим навязывать грузинам свои порядки, только давайте научим их водить нормально и тормозить перед пешеходными переходами, а еще кстати велодорожки нужны, ну и собак что-то слишком много бездомных ",это был сарказм,https://twitter.com/32_dec/status/1508565537298817036
"ну, твиттер то у тебя работает, значит не все бомбят. ладно короче. ",это была ирония,-
Жду когда ты откроешь канал! Назовёшь Армянский хейтер) будешь хэйтить клубы) ,это была ирония,https://twitter.com/starexinho/status/1194659183829962752
"какими хуевыми не были бы мои бывшие мужики, но они всегда меня провожали блять до дома не то что мальчики, которые, выйдя на той же станции метро, говорят «ну мне туда» в 2 часа ночи и уходят ",это была ирония,-
"ну всё, теперь-то Мерседес наконец снова самовозы. Сейчас РБ будут глотать пыль и пропускать Льюиса с Валттери на круг, а также уступать по секунде на каждом круге. Скриньте (не надо) ",это была ирония,https://twitter.com/44thApril/status/1456707695357071360
"Ой, а что случилось ? ",это был сарказм,https://twitter.com/Espadane_Toxa/status/1511778508456009734
"Олег Антонов, родился в Подольске, закончил Ленинградский политех. Михаил Янгель, родился в Иркутске, закончил МАИ. Королев родился в Житомире, закончил МВТУ. Все трое - великие украинские конструкторы, смотри не перепутай. ",это был сарказм,https://twitter.com/cadmi/status/1514874901332643840
Это правдоподобнее чем оригинал ,это был сарказм,https://twitter.com/jazzkeldi/status/1516025825946124293
да она из тольятти прилетела первым рейсом азахахаххаха ,это была ирония,https://twitter.com/wstdtooru/status/1473322032733560832
Это фейки и происки врагов ,это был сарказм,https://twitter.com/Pavel64846251/status/1518530833224663040
Гаич тоже успеет утреннюю тренировку провести? ,это была ирония,https://twitter.com/Vlad16_BG/status/1411248578761310212
"Какие-то неприличные люди. Москвичи, наверное. ",это была ирония,https://twitter.com/badtwittor/status/1104424714385178624
"Чтооооооо??? Хочешь, чтобы бюргер платил не 1€ за газ из РФ, а 2€ из США??? Да ну, нафиг! Сейчас они точно так же Китайского Гитлера взращивают своими деньгами ",это была ирония,-
Вы сломали систему ,это была ирония,https://twitter.com/aidaizm/status/1472956368223154177
обсирайте меня в лицо а не с закрыток ,это была ирония,https://twitter.com/OneWomanArmy3/status/1330149179541352451
Он будет воспитывать твоих детей и будет хорошим папой! ,это была ирония,-
что такое буквы ,это была ирония,https://twitter.com/exstentialmess/status/1279399487547543552
"Как с Палестиной, Ираком и Ираном, просто забить. А то двойные стандарты.",это была ирония,-
я выбираю вариант в сугробе) ,это была ирония,https://twitter.com/RuLeiFeng/status/679122976994926592
небыло же тейка о том что толком ничего не меняется касаемо девиаций ,это была ирония,-
Ведь немецкая дотошность позволит полиции установить всех участников шабаша и наказать их по всей строгости? Ведь правда? ,это был сарказм,https://twitter.com/WALDO_WASSERMAN/status/1510711796105195527
И как он жил без этой кучи прививок? ,это была ирония,-
"Открыла для себя страшную тайну - надо уметь отпускать тех, кого любишь, если они не готовы любить или не хотят любви вовсе. ",это была ирония,https://twitter.com/Adler_Tasha/status/793069772321746944
В этот раз должно получиться) ,это была ирония,https://twitter.com/Ivan_Samarsky/status/1103642629621846016
"Надо было назвать эту часть ""Шматрица"". Это дикость, тупость. Можно было что угодно придумать, но только нет так. ",это была ирония,https://twitter.com/Vikramaditja/status/1471589479165136901
слаВа укр нацИоналИстам(не бань плиз) ,это был сарказм,https://twitter.com/MicroPidr/status/1516515835250151427
а когда канала который называется Раша тудей и его редактор будут писать о России? ,это была ирония,https://twitter.com/V_Kaplin/status/547346155877986305
В том-то и проблема. ,это была ирония,https://twitter.com/vilianov/status/337197759784419329
Странно что Южная Корея обошла Беларусь ,это был сарказм,https://twitter.com/ozerovd2013/status/1513265699241791490
"Причём залупается человек, у которого 346 подписчиков ",это была ирония,https://twitter.com/Djogot/status/1192107908307259392
"Я лох, я гей, я чмо, я баба Я хуй, гавно, олень, собака ",это была ирония,Unknown
"Когда-то я тоже буду тысячником, но не в этой жизни. Ну и ладно! Больно надо! ",это была ирония,https://twitter.com/Risen_Thornstar/status/1299395734517755905
"Скажите спасибо, что не живёте в великой Венесуэле с самыми большими запасами нефти в мире ",это была ирония,https://twitter.com/abtohton/status/1033465035757113344
"По какому-то там последнему исследованию наиболее эффективными оказались курсы психотерапии длительностью 8-15 сессий, но курсы от года и дольше имели лучшие долгосрочные результаты. Значит ли это, что можно весь год просто повторять клиенту уже пройденный материал? Не ясно. ",это была ирония,https://twitter.com/psychohron/status/1447812801599361027
А ленивые и трусливые жители Донбасса не захотели сбить фронтовой штурмовик. ,это была ирония,https://twitter.com/AZurabAZ/status/870505185524633601
"Если нет войны, откуда могут быть военнопленные? ",это была ирония,-
"Ага, и уровень доходов местного населения как в мордоре ",это была ирония,https://twitter.com/ZlbRvnk/status/595288741448658944
он похож на анальную пробку ,это была ирония,https://twitter.com/im_a_batman__/status/1475688855072387078
"меня в школе пиздили русские парни,кем я должна была стать? ",это была ирония,https://twitter.com/bastard1308/status/1472877224269336582
"Оспади... это же кидание говнами, ты понимаешь?))))) По твоей логике гитлер был социалистом, потому что партия у него была «национал-социолистическая» ",это была ирония,-
"Простите, а что сейчас мешает Украине нанести сокрушительный удар? ",это был сарказм,https://twitter.com/La_Zabava/status/1513882421040660481
"ДА ЛАДНО, НЕ МОЖЕТ ТАКОГО БЫТЬ ",это был сарказм,https://twitter.com/GolerGkA/status/1503757670431563777
"Южная Корея сообщила, что с 1 апреля возобновит безвизовый режим с Россией с условием предварительной регистрации путешественников в системе электронной авторизации K-ETA А как же санкции? ",это была ирония,-
"Видимо, у его родни кто-то явно на пенсию собрался) ",это была ирония,https://twitter.com/GreenSergeantM/status/812688572872617984
"В Великобритании все приговоры начинаются фразой ""Именем Ее Величества""..Там то же не суд решает? :) ",это была ирония,https://twitter.com/warlocktlt/status/547240683103617024
Нацист! Биндеравец! Нуркуман! ,это был сарказм,https://twitter.com/OlegObukhov/status/1519808906767261699
"Предложу другое суждение: если есть бесплатные продукты, то те, кто пытаются брать деньги за аналогичные – просто мошенники. :) ",это была ирония,https://twitter.com/dmitriydorian/status/1306236501517369345
Бьюсь об стену. ,это был сарказм,https://twitter.com/hrundel13/status/1516793025711771657
"шла-шла, споткнулась о пылесос, который ей купил мужчина, работающий на 7 работах в поте, чтобы прокормить семью ",это была ирония,https://twitter.com/SwedPaul/status/583657735184580608
"Реально, совсем совесть потеряли по телефону государственную тайну разглашать :^)) ",это была ирония,https://twitter.com/svisstoplyaska/status/1341015068671156225
"О БОЖЕ Ааа, так это ХАЛАхалапенью на тебя повилияло, я то думала Донхон.. ",это была ирония,-
"если бы этот вопрос казался мне простым, я бы не стал задавать его в твиттере ",это была ирония,https://twitter.com/L4mp0v4yagolova/status/573595901530390528
кавказцы во всем виноваты) ,это была ирония,https://twitter.com/iamaliskerov/status/660585406120001537
Коммунальшикам пофиг. Зато мы делаем ракеты... (с) ,это была ирония,https://twitter.com/poteryashka2007/status/1299759567526653952
Жаль конечно...очень жаль. Я с Харькова им соболезную конечно. ,это была ирония,-
ой а я как будто не поняла) ,это была ирония,https://twitter.com/Cuckoo_Joe/status/343414660738990081
"Вместо отправления зондов за пределы Солнечной системы,создания ИИ и изучения дна океана лучше бы придумали,как сделать так,чтобы у людей сразу вырастали нечувствительные и ровные зубы,которыми можно железо грызть без последствий ",это была ирония,https://twitter.com/SeiShin_photo/status/1097835545605087232
да хдддд ,это была ирония,https://twitter.com/inrself/status/1101514739744735233
Это у вас это у вас зависть говорит простому укр парню с порно ником Bogdan Gromov???,это был сарказм,https://twitter.com/greg30ivanov/status/1496551250552401923
"не думала, что ты будешь тааак переживать за допуск по биологии)))) ",это была ирония,https://twitter.com/heaven_888/status/465820726654935041
"Погоди, а можно делиться типа... с людьми? Не-не-не, это извращение. ",это была ирония,https://twitter.com/ohhwaitwait/status/1475554765564166149
Самый тупой из которых я видела: Кин-дза-дза! А может не тупой? Ку сейчас так актуально! ,это была ирония,https://twitter.com/Netaletta/status/1461650694507802632
"Смешно, китайцы там щас счастливы. ",это был сарказм,https://twitter.com/Onlivion1/status/1513789830722994178
